Prosocial_DV,TotalAllowance_std,Age_std,SVO_type_std,Prosocial_Motivation_std,Agreeable_std,Integrity_Honesty_std,Kindness_std,Honesty_Humility_std,NeuroticismBig5_std,ExtraversionBig5_std,OpennessBig5_std,ConscientiousnessBig5_std,HumanVS_std,PosAffect_std,LifeSatis_std,SubHappy_std,ClassSystemJust_std,EconomicBelief_std,SupportEquality_std,SocialOrientation_std,Egalitarianism_std,RSDO_std,Religious_std,ReligiousService_std,IndividualIncome_std,Dictator_1_std,Group_exp,Group_survey,Group_MidSub,Group_NoSub,TotalAllowance_std,Age_std,Education_2,StudyProgram_Incoming,StudyProgram_Law 5-year Program,StudyProgram_UG 3-year Program,Foreign_binary,TopPlatform_1
0.0,-0.21907541711309822,0.7033038213586219,-0.8527277867105209,0.6751035071597304,-0.7931804886250428,0.2786554447552327,0.7172248595084597,-1.7088758331518994,-1.6114008875992718,1.6340685729413393,0.6694304545358329,2.2207675045792987,2.0549354931068646,1.4620266575638132,1.7402969401385764,1.9045825363772253,2.2126332657074435,-0.7624437045236857,0.31878522482851734,-0.9837282741324348,-1.567770471768045,-1.4512929969825286,1.1696060055559074,-0.04863907970571562,-1.156218511201321,0.5071209528344908,MidSub,MidSub,True,False,-0.21907541711309822,0.7033038213586219,True,False,False,False,0,True
25.0,0.6011496402730958,0.7033038213586219,1.1043523795103476,0.6751035071597304,1.3500333768997979,0.2786554447552327,1.9467531900943897,1.0879749576040736,0.4354855282753698,1.2048573155083424,0.47212463635684965,-0.45946913887847535,-0.18845907810998666,0.6509965156760115,0.3946755573596985,1.3221837993707204,-0.5208301528387541,0.4644771993075324,0.928761509238437,-0.5392249119639325,1.4258644030277263,0.5465538031900782,1.1696060055559074,0.8025448151443074,-0.24683316531264152,0.5071209528344908,MidSub,MidSub,True,False,0.6011496402730958,0.7033038213586219,True,False,False,False,0,True
0.0,-1.0978879785983062,2.420673617699444,-0.8527277867105209,-2.4649128052111107,-0.3020273111089339,1.7235355286712546,0.9221462479394474,1.3117230208645514,-1.318988542474323,1.6340685729413393,1.6559595454307443,1.8634026187849286,0.20169649949295151,1.2592691220918637,0.8992835759017775,1.516316711706222,-1.1716547763021372,-1.2882669490227792,1.538737793648356,1.9055435799628297,1.6980130280091599,2.024960435317806,-0.8519352386147968,-0.8998229745557387,1.5719375264647175,-1.478807254069809,HighSub,HighSub,False,False,-1.0978879785983062,2.420673617699444,True,False,False,False,0,True
0.0,-1.0978879785983062,2.420673617699444,-0.8527277867105209,0.9891051383968146,1.4839842434951,0.5194687920745688,0.5123034710774702,0.4167307678226401,-0.14933916197452768,0.48950521978667993,1.2613479090727795,0.255260632710264,0.4943131826951447,0.04272390926016107,0.8992835759017775,0.933917974699717,-1.5621495503801668,-0.4118948748576234,1.538737793648356,1.4610402177943276,1.153715778046292,1.4655633312694758,-0.8519352386147968,-0.8998229745557387,1.5719375264647175,-1.478807254069809,MidSub,MidSub,True,False,-1.0978879785983062,2.420673617699444,True,False,False,False,0,True
0.0,-1.0978879785983062,2.420673617699444,1.1043523795103476,-0.26690138655152196,1.0821316437091937,-1.1662246391607884,0.3073820826464825,0.9761009259738347,-0.0031329894120531417,-1.513480648233973,0.47212463635684965,-0.45946913887847535,-0.7736924445143821,-0.9710637680995903,-0.44633780687710034,-0.8132782363197977,-0.0001704540680499266,0.11392836964147017,-1.9177944846745199,-0.5392249119639325,-2.3842163467123463,-1.6910346130032412,-0.8519352386147968,-0.8998229745557387,1.5719375264647175,-0.4858431506176591,NoSub,NoSub,False,True,-1.0978879785983062,2.420673617699444,True,False,False,False,0,False
0.0,-0.21907541711309822,1.84821701891917,-0.8527277867105209,0.3611018759226463,-1.1057325106807572,0.03784209743589855,-1.127067636370437,0.9761009259738347,2.9209904618374347,-0.9411989716566438,1.6559595454307443,-1.1741989104672148,-0.48107576131219076,-0.3627911616837389,-0.44633780687710034,-2.1722086226683093,-0.7811600022241078,-0.4118948748576234,0.928761509238437,-0.0947215497954303,0.06512127812055749,-0.012843300858252102,-0.8519352386147968,-0.8998229745557387,1.5719375264647175,-1.478807254069809,HighSub,HighSub,False,False,-0.21907541711309822,1.84821701891917,True,False,False,False,0,False
10.0,-1.0978879785983062,1.84821701891917,-0.8527277867105209,-1.8369095427369426,0.6356287550581761,0.5194687920745668,-0.10246069421549477,1.3117230208645514,-0.8803700247868997,0.20336438149801558,-0.7117102727170433,0.07657818981307976,-0.8712313389151198,-0.3627911616837389,0.7310809030544176,-0.036746586977791165,0.6506541693953278,-0.5871692896906547,-0.2911910595814015,0.7942851745415741,0.6094185280834244,0.78629541921079,1.1696060055559074,2.5049126048443537,-0.24683316531264152,-0.982325202343734,MidSub,MidSub,True,False,-1.0978879785983062,1.84821701891917,True,False,False,False,0,True
0.0,-0.21907541711309822,2.420673617699444,1.1043523795103476,0.9891051383968146,0.5909784661930931,0.03784209743589855,0.5123034710774702,1.7592191473855072,2.628578116712486,-0.36891729507931437,0.6694304545358329,1.1486728471961885,-2.041698071723908,-1.7820939099873911,-2.464769881045418,-2.5604744473393124,-0.5208301528387517,-0.937718119356717,-1.1044927721279603,1.9055435799628297,1.4258644030277263,1.865132691303998,-0.8519352386147968,-0.8998229745557387,2.481322872353397,0.010638901108415854,MidSub,MidSub,True,False,-0.21907541711309822,2.420673617699444,True,False,False,False,0,False
0.0,1.6557247140553453,1.84821701891917,1.1043523795103476,-1.5229079114998585,-0.257377022243832,0.5194687920745668,-0.3073820826464825,0.7523528627133569,-0.14933916197452768,0.060293962353683096,0.6694304545358329,0.6126255185046341,-1.261386916518049,0.8537540511479629,-1.623756516808619,-0.6191453239842961,0.7808190940880108,-0.7624437045236857,-1.1044927721279603,-0.0947215497954303,-0.4791759718423095,-0.3324987888858688,1.1696060055559074,-0.04863907970571562,-1.156218511201321,-0.982325202343734,MidSub,MidSub,True,False,1.6557247140553453,1.84821701891917,True,False,False,False,0,True
0.0,-0.21907541711309822,1.84821701891917,-0.8527277867105209,-2.4649128052111107,-1.1503827995458413,-0.925411291841461,-0.10246069421549477,-2.380120022933333,-1.1727823699118487,-0.5119877142236463,-3.0793800908648308,-1.1741989104672148,-0.9687702333158567,-1.3765788390434903,-2.8011752267401375,0.15738632535771047,2.603128039785476,-0.7624437045236857,-2.121119912811159,-1.2059799552166859,-0.4791759718423095,-0.9318528289376506,1.1696060055559074,0.8025448151443074,1.5719375264647175,-1.478807254069809,NoSub,NoSub,False,True,-0.21907541711309822,1.84821701891917,True,False,False,False,0,True
