Prosocial_DV,TotalAllowance_std,Age_std,SVO_type_std,Prosocial_Motivation_std,Agreeable_std,Integrity_Honesty_std,Kindness_std,Honesty_Humility_std,NeuroticismBig5_std,ExtraversionBig5_std,OpennessBig5_std,ConscientiousnessBig5_std,HumanVS_std,PosAffect_std,LifeSatis_std,SubHappy_std,ClassSystemJust_std,EconomicBelief_std,SupportEquality_std,SocialOrientation_std,Egalitarianism_std,RSDO_std,Religious_std,ReligiousService_std,IndividualIncome_std,Dictator_1_std,Group_exp,Group_survey,Group_MidSub,Group_NoSub,TotalAllowance_std.1,Age_std.1,Education_2,StudyProgram_Incoming,StudyProgram_Law 5-year Program,StudyProgram_UG 3-year Program,Foreign_binary,TopPlatform_1,Factor1_score
0.0,-0.2190754171130982,0.7033038213586219,-0.8527277867105209,0.6751035071597304,-0.7931804886250428,0.2786554447552327,0.7172248595084597,-1.7088758331518994,-1.6114008875992718,1.6340685729413391,0.6694304545358329,2.2207675045792987,2.0549354931068646,1.4620266575638132,1.7402969401385764,1.9045825363772253,2.2126332657074435,-0.7624437045236857,0.3187852248285173,-0.9837282741324348,-1.567770471768045,-1.4512929969825286,1.1696060055559074,-0.0486390797057156,-1.156218511201321,0.5071209528344908,MidSub,MidSub,True,False,-0.2190754171130982,0.7033038213586219,True,False,False,False,0,True,0.4108077194027444
25.0,0.6011496402730958,0.7033038213586219,1.1043523795103476,0.6751035071597304,1.350033376899798,0.2786554447552327,1.9467531900943895,1.0879749576040736,0.4354855282753698,1.2048573155083424,0.4721246363568496,-0.4594691388784753,-0.1884590781099866,0.6509965156760115,0.3946755573596985,1.3221837993707204,-0.5208301528387541,0.4644771993075324,0.928761509238437,-0.5392249119639325,1.4258644030277263,0.5465538031900782,1.1696060055559074,0.8025448151443074,-0.2468331653126415,0.5071209528344908,MidSub,MidSub,True,False,0.6011496402730958,0.7033038213586219,True,False,False,False,0,True,-1.134207555463239
0.0,-1.0978879785983062,2.420673617699444,-0.8527277867105209,-2.4649128052111107,-0.3020273111089339,1.7235355286712546,0.9221462479394474,1.3117230208645514,-1.318988542474323,1.6340685729413391,1.6559595454307443,1.8634026187849289,0.2016964994929515,1.2592691220918637,0.8992835759017775,1.516316711706222,-1.1716547763021372,-1.2882669490227792,1.538737793648356,1.9055435799628295,1.69801302800916,2.024960435317806,-0.8519352386147968,-0.8998229745557387,1.5719375264647175,-1.478807254069809,HighSub,HighSub,False,False,-1.0978879785983062,2.420673617699444,True,False,False,False,0,True,0.4108077194027444
0.0,-1.0978879785983062,2.420673617699444,-0.8527277867105209,0.9891051383968146,1.4839842434951,0.5194687920745688,0.5123034710774702,0.4167307678226401,-0.1493391619745276,0.4895052197866799,1.2613479090727795,0.255260632710264,0.4943131826951447,0.042723909260161,0.8992835759017775,0.933917974699717,-1.5621495503801668,-0.4118948748576234,1.538737793648356,1.4610402177943276,1.153715778046292,1.4655633312694758,-0.8519352386147968,-0.8998229745557387,1.5719375264647175,-1.478807254069809,MidSub,MidSub,True,False,-1.0978879785983062,2.420673617699444,True,False,False,False,0,True,0.4108077194027444
0.0,-1.0978879785983062,2.420673617699444,1.1043523795103476,-0.2669013865515219,1.0821316437091937,-1.1662246391607884,0.3073820826464825,0.9761009259738348,-0.0031329894120531,-1.513480648233973,0.4721246363568496,-0.4594691388784753,-0.7736924445143821,-0.9710637680995904,-0.4463378068771003,-0.8132782363197977,-0.0001704540680499,0.1139283696414701,-1.91779448467452,-0.5392249119639325,-2.3842163467123463,-1.6910346130032412,-0.8519352386147968,-0.8998229745557387,1.5719375264647175,-0.4858431506176591,NoSub,NoSub,False,True,-1.0978879785983062,2.420673617699444,True,False,False,False,0,False,-0.26376084810682265
0.0,-0.2190754171130982,1.84821701891917,-0.8527277867105209,0.3611018759226463,-1.1057325106807572,0.0378420974358985,-1.127067636370437,0.9761009259738348,2.9209904618374347,-0.9411989716566438,1.6559595454307443,-1.1741989104672148,-0.4810757613121907,-0.3627911616837389,-0.4463378068771003,-2.1722086226683093,-0.7811600022241078,-0.4118948748576234,0.928761509238437,-0.0947215497954303,0.0651212781205574,-0.0128433008582521,-0.8519352386147968,-0.8998229745557387,1.5719375264647175,-1.478807254069809,HighSub,HighSub,False,False,-0.2190754171130982,1.84821701891917,True,False,False,False,0,False,0.4108077194027444
10.0,-1.0978879785983062,1.84821701891917,-0.8527277867105209,-1.8369095427369424,0.6356287550581761,0.5194687920745668,-0.1024606942154947,1.3117230208645514,-0.8803700247868997,0.2033643814980155,-0.7117102727170433,0.0765781898130797,-0.8712313389151198,-0.3627911616837389,0.7310809030544176,-0.0367465869777911,0.6506541693953278,-0.5871692896906547,-0.2911910595814015,0.7942851745415741,0.6094185280834244,0.78629541921079,1.1696060055559074,2.5049126048443537,-0.2468331653126415,-0.982325202343734,MidSub,MidSub,True,False,-1.0978879785983062,1.84821701891917,True,False,False,False,0,True,0.0626290364601779
0.0,-0.2190754171130982,2.420673617699444,1.1043523795103476,0.9891051383968146,0.5909784661930931,0.0378420974358985,0.5123034710774702,1.7592191473855072,2.628578116712486,-0.3689172950793143,0.6694304545358329,1.1486728471961885,-2.041698071723908,-1.7820939099873911,-2.464769881045418,-2.5604744473393124,-0.5208301528387517,-0.937718119356717,-1.1044927721279605,1.9055435799628295,1.4258644030277263,1.865132691303998,-0.8519352386147968,-0.8998229745557387,2.481322872353397,0.0106389011084158,MidSub,MidSub,True,False,-0.2190754171130982,2.420673617699444,True,False,False,False,0,False,-0.26376084810682265
0.0,1.6557247140553453,1.84821701891917,1.1043523795103476,-1.5229079114998585,-0.257377022243832,0.5194687920745668,-0.3073820826464825,0.7523528627133569,-0.1493391619745276,0.060293962353683,0.6694304545358329,0.6126255185046341,-1.261386916518049,0.8537540511479629,-1.623756516808619,-0.6191453239842961,0.7808190940880108,-0.7624437045236857,-1.1044927721279605,-0.0947215497954303,-0.4791759718423095,-0.3324987888858688,1.1696060055559074,-0.0486390797057156,-1.156218511201321,-0.982325202343734,MidSub,MidSub,True,False,1.6557247140553453,1.84821701891917,True,False,False,False,0,True,-0.26376084810682265
0.0,-0.2190754171130982,1.84821701891917,-0.8527277867105209,-2.4649128052111107,-1.150382799545841,-0.925411291841461,-0.1024606942154947,-2.380120022933333,-1.1727823699118487,-0.5119877142236463,-3.0793800908648308,-1.1741989104672148,-0.9687702333158568,-1.3765788390434903,-2.8011752267401375,0.1573863253577104,2.603128039785476,-0.7624437045236857,-2.121119912811159,-1.205979955216686,-0.4791759718423095,-0.9318528289376506,1.1696060055559074,0.8025448151443074,1.5719375264647175,-1.478807254069809,NoSub,NoSub,False,True,-0.2190754171130982,1.84821701891917,True,False,False,False,0,True,0.4108077194027444
