PROSOCIAL_F1_score,HONESTY_F1_score,AFFECT_F1_score,IDEOLOGY_F1_score,IDEOLOGY_F2_score
0.027774849233468204,-0.7038804492354367,-2.1080896153636677,-1.8382695002460758,0.27142387743492075
-1.2831647869281082,1.53322582346278,-1.1745461292241004,0.8325482833942132,1.0155428427836708
2.0317797231778574,0.5339537401217743,-1.5556687240630882,1.89951304988756,1.5219013115386002
0.8182343502110475,1.2372323815392214,-0.8939846191389968,1.3380155579739619,1.4655520643325106
-0.2489900202263322,0.7710515890034559,0.896869546230502,-1.6657162384133217,-2.0018927374737325
1.0388789634777402,-0.7205770748919752,1.6690090820371928,0.1422743860340089,0.9717309592860575
1.4848128808099241,0.7663914702720166,-0.11820822263372086,0.6896664266870479,-0.20227128884121925
-0.9154746986624491,0.8543498620396407,2.840321415305811,2.05522940497354,-1.020667697756926
0.41749465820978493,0.018338162521635767,0.7050072345644057,-0.42258759006149327,-1.025433874796437
2.0317797231778574,-1.431221340782117,1.0318455886264286,-1.1281860002994255,-1.9790222957680288
1.0388789634777402,-0.03899820024000343,1.3772269076943,0.9672872339588785,0.12431282062155542
0.5637118655965369,0.14522003451815382,-0.28913835127437115,-0.16808264868541836,-0.3135825321041063
0.9240058182083554,0.7151601103078259,0.521374636479982,-1.1756596748533064,-1.9226332966088364
0.2438686238641222,-0.10548042590637141,2.047110743087515,-1.0873818397529496,-1.3589311248140465
1.1492012701110867,-1.141015766922421,1.7695007549527846,0.7542074245104641,0.5541107333909201
-1.4761879091012586,2.4251001668356293,-1.4218063190322041,2.0281342124888697,1.6147871567288608
0.5839372210362388,0.42269297487507235,0.8253778266325156,-0.7161708343971069,0.43784436157133966
-0.8703792969842472,0.9673155932567136,0.9383681794338433,1.2963841241525491,1.0550964563106828
-1.3870081061926283,0.8695123870222579,0.6882443111812054,1.0959083965601883,0.35265719004761276
-0.11379766735448571,-0.8012122281106662,1.5927137267888853,1.216111105788111,0.8140484994916819
